0.001,0.0046889,0.0041087,0.03
0.002,0.0230143,0.00412082,0.03
0.003,0.0418132,0.00413913,0.03
0.004,0.0607696,0.00416147,0.03
0.005,0.0797578,0.00418495,0.03
0.006,0.0987839,0.00420436,0.03
0.007,0.117856,0.00421831,0.03
0.008,0.136968,0.00422777,0.03
0.009,0.156111,0.00423403,0.03
0.01,0.175274,0.00423791,0.03
0.011,0.194449,0.00424005,0.03
0.012,0.213626,0.00424106,0.03
0.013,0.232797,0.00424142,0.03
0.014,0.251949,0.00424133,0.03
0.015,0.271069,0.00424092,0.03
0.016,0.290151,0.00424043,0.03
0.017,0.309181,0.00423989,0.03
0.018,0.32815,0.00423929,0.03
0.019,0.347043,0.00423858,0.03
0.02,0.36586,0.00423786,0.03
0.021,0.384591,0.00423708,0.03
0.022,0.403228,0.00423624,0.03
0.023,0.421762,0.0042353,0.03
0.024,0.440199,0.00423434,0.03
0.025,0.458534,0.00423332,0.03
0.026,0.476767,0.00423224,0.03
0.027,0.494901,0.00423111,0.03
0.028,0.51294,0.00422992,0.03
0.029,0.530892,0.00422871,0.03
0.03,0.548762,0.00422748,0.03
0.031,0.566558,0.00422622,0.03
0.032,0.584286,0.00422496,0.03
0.033,0.601953,0.00422369,0.03
0.034,0.619564,0.00422243,0.03
0.035,0.637124,0.00422118,0.03
0.036,0.654637,0.00421994,0.03
0.037,0.672107,0.00421871,0.03
0.038,0.689537,0.00421749,0.03
0.039,0.70693,0.00421629,0.03
0.04,0.724291,0.0042151,0.03
0.041,0.741621,0.00421392,0.03
0.042,0.758923,0.00421276,0.03
0.043,0.7762,0.0042116,0.03
0.044,0.793454,0.00421046,0.03
0.045,0.810687,0.00420933,0.03
0.046,0.827899,0.00420822,0.03
0.047,0.845094,0.00420713,0.03
0.048,0.862272,0.00420606,0.03
0.049,0.879434,0.00420499,0.03
0.05,0.896582,0.00420396,0.03
0.051,0.913716,0.00420294,0.03
0.052,0.930839,0.00420192,0.03
0.053,0.947951,0.00420095,0.03
0.054,0.965053,0.00419999,0.03
0.055,0.982147,0.00419905,0.03
0.056,0.999232,0.00419811,0.03
0.057,1.01631,0.00419721,0.03
0.058,1.03338,0.00419633,0.03
0.059,1.05045,0.00419544,0.03
0.06,1.06751,0.00419459,0.03
0.061,1.08457,0.00419376,0.03
0.062,1.10163,0.00419297,0.03
0.063,1.11868,0.00419216,0.03
0.064,1.13573,0.0041914,0.03
0.065,1.15278,0.00419065,0.03
0.066,1.16983,0.00418985,0.03
0.067,1.18687,0.00418915,0.03
0.068,1.20392,0.00418842,0.03
0.069,1.22097,0.00418769,0.03
0.07,1.23802,0.00418704,0.03
0.071,1.25507,0.00418633,0.03
0.072,1.27212,0.00418563,0.03
0.073,1.28917,0.00418493,0.03
0.074,1.30622,0.00418419,0.03
0.075,1.32328,0.0041835,0.03
0.076,1.34035,0.00418279,0.03
0.077,1.35741,0.00418201,0.03
0.078,1.37448,0.00418127,0.03
0.079,1.39155,0.00418051,0.03
0.08,1.40863,0.00417959,0.03
0.081,1.42571,0.00417867,0.03
0.082,1.4428,0.00417763,0.03
0.083,1.4599,0.00417579,0.03
0.084,1.477,0.00417385,0.03
0.085,1.49411,0.00416232,0.03
0.086,1.51125,0.0041472,0.03
0.087,1.52836,0.00411278,0.03
0.088,1.54515,0.00394033,0.03
0.089,1.56113,0.0035442,0.03
0.09,1.57605,0.00293091,0.03
0.091,1.58995,0.00215772,0.03
0.092,1.60292,0.00128119,0.03
0.093,1.61504,0.000353389,0.03
0.094,1.62623,-0.000591822,0.03
0.095,1.63686,-0.00153797,0.03
0.096,1.64688,-0.00246232,0.03
0.097,1.65631,-0.00335685,0.03
0.098,1.66517,-0.00421794,0.03
0.099,1.67356,-0.00503744,0.03
0.1,1.68152,-0.00581605,0.03
0.101,1.68913,-0.00655323,0.03
0.102,1.69644,-0.00725003,0.03
0.103,1.70352,-0.00790697,0.03
0.104,1.7104,-0.00852522,0.03
0.105,1.71714,-0.00910729,0.03
0.106,1.72376,-0.00965529,0.03
0.107,1.73029,-0.0101705,0.03
0.108,1.73676,-0.0106551,0.03
0.109,1.74318,-0.0111108,0.03
0.11,1.74956,-0.01154,0.03
0.111,1.75593,-0.0119437,0.03
0.112,1.76228,-0.0123237,0.03
0.113,1.76865,-0.0126821,0.03
0.114,1.77503,-0.0130205,0.03
0.115,1.78142,-0.0133401,0.03
0.116,1.78785,-0.013642,0.03
0.117,1.7943,-0.0139272,0.03
0.118,1.80079,-0.014197,0.03
0.119,1.80733,-0.0144525,0.03
0.12,1.8139,-0.0146947,0.03
0.121,1.82053,-0.0149245,0.03
0.122,1.82721,-0.0151425,0.03
0.123,1.83393,-0.0153494,0.03
0.124,1.84072,-0.015546,0.03
0.125,1.84755,-0.0157329,0.03
0.126,1.85445,-0.015911,0.03
0.127,1.8614,-0.0160806,0.03
0.128,1.86841,-0.0162423,0.03
0.129,1.87548,-0.0163967,0.03
0.13,1.88261,-0.0165441,0.03
0.131,1.88979,-0.0166849,0.03
0.132,1.89704,-0.0168194,0.03
0.133,1.90434,-0.016948,0.03
0.134,1.91171,-0.0170711,0.03
0.135,1.91913,-0.017189,0.03
0.136,1.92662,-0.017302,0.03
0.137,1.93416,-0.0174104,0.03
0.138,1.94176,-0.0175145,0.03
0.139,1.94941,-0.0176146,0.03
0.14,1.95713,-0.0177108,0.03
0.141,1.9649,-0.0178035,0.03
0.142,1.97273,-0.0178928,0.03
0.143,1.98061,-0.0179788,0.03
0.144,1.98855,-0.0180618,0.03
0.145,1.99654,-0.0181418,0.03
0.146,2.00459,-0.018219,0.03
0.147,2.01269,-0.0182934,0.03
0.148,2.02084,-0.0183651,0.03
0.149,2.02905,-0.0184343,0.03
0.15,2.0373,-0.0185011,0.03
