0.001,0.00333967,0.00410833,0.03
0.002,0.0138436,0.00410834,0.03
0.003,0.0243535,0.00410835,0.03
0.004,0.0348695,0.00410839,0.03
0.005,0.0453918,0.00410846,0.03
0.006,0.0559204,0.00410856,0.03
0.007,0.0664554,0.0041087,0.03
0.008,0.0769968,0.00410889,0.03
0.009,0.0875446,0.00410911,0.03
0.01,0.0980988,0.00410939,0.03
0.011,0.10866,0.0041097,0.03
0.012,0.119227,0.00411006,0.03
0.013,0.1298,0.00411047,0.03
0.014,0.140381,0.00411091,0.03
0.015,0.150967,0.00411139,0.03
0.016,0.161561,0.00411191,0.03
0.017,0.172161,0.00411247,0.03
0.018,0.182767,0.00411305,0.03
0.019,0.19338,0.00411367,0.03
0.02,0.203999,0.00411431,0.03
0.021,0.214625,0.00411498,0.03
0.022,0.225257,0.00411567,0.03
0.023,0.235895,0.00411638,0.03
0.024,0.24654,0.00411712,0.03
0.025,0.257191,0.00411787,0.03
0.026,0.267848,0.00411865,0.03
0.027,0.278511,0.00411944,0.03
0.028,0.289181,0.00412024,0.03
0.029,0.299856,0.00412107,0.03
0.03,0.310537,0.0041219,0.03
0.031,0.321224,0.00412276,0.03
0.032,0.331916,0.00412362,0.03
0.033,0.342615,0.0041245,0.03
0.034,0.353318,0.00412539,0.03
0.035,0.364027,0.00412628,0.03
0.036,0.374742,0.00412719,0.03
0.037,0.385462,0.00412811,0.03
0.038,0.396187,0.00412903,0.03
0.039,0.406917,0.00412997,0.03
0.04,0.417652,0.0041309,0.03
0.041,0.428393,0.00413185,0.03
0.042,0.439138,0.0041328,0.03
0.043,0.449888,0.00413375,0.03
0.044,0.460643,0.00413471,0.03
0.045,0.471402,0.00413568,0.03
0.046,0.482167,0.00413664,0.03
0.047,0.492936,0.00413761,0.03
0.048,0.503709,0.00413859,0.03
0.049,0.514487,0.00413956,0.03
0.05,0.52527,0.00414054,0.03
0.051,0.536057,0.00414152,0.03
0.052,0.546849,0.00414251,0.03
0.053,0.557645,0.00414349,0.03
0.054,0.568445,0.00414448,0.03
0.055,0.57925,0.00414547,0.03
0.056,0.590059,0.00414646,0.03
0.057,0.600872,0.00414745,0.03
0.058,0.61169,0.00414844,0.03
0.059,0.622512,0.00414943,0.03
0.06,0.633338,0.00415043,0.03
0.061,0.644168,0.00415142,0.03
0.062,0.655003,0.00415242,0.03
0.063,0.665841,0.00415342,0.03
0.064,0.676684,0.00415441,0.03
0.065,0.687531,0.00415541,0.03
0.066,0.698382,0.00415641,0.03
0.067,0.709237,0.00415741,0.03
0.068,0.720096,0.00415841,0.03
0.069,0.730959,0.00415941,0.03
0.07,0.741826,0.0041604,0.03
0.071,0.752698,0.0041614,0.03
0.072,0.763573,0.0041624,0.03
0.073,0.774452,0.0041634,0.03
0.074,0.785335,0.0041644,0.03
0.075,0.796222,0.0041654,0.03
0.076,0.807114,0.0041664,0.03
0.077,0.818009,0.0041674,0.03
0.078,0.828908,0.0041684,0.03
0.079,0.839811,0.00416939,0.03
0.08,0.850718,0.00417039,0.03
0.081,0.861629,0.00417139,0.03
0.082,0.872543,0.00417239,0.03
0.083,0.883462,0.00417338,0.03
0.084,0.894384,0.00417438,0.03
0.085,0.905311,0.00417537,0.03
0.086,0.916241,0.00417637,0.03
0.087,0.927175,0.00417736,0.03
0.088,0.938113,0.00417835,0.03
0.089,0.949055,0.00417935,0.03
0.09,0.960001,0.00418034,0.03
0.091,0.97095,0.00418133,0.03
0.092,0.981903,0.00418232,0.03
0.093,0.99286,0.00418331,0.03
0.094,1.00382,0.0041843,0.03
0.095,1.01479,0.00418528,0.03
0.096,1.02575,0.00418627,0.03
0.097,1.03673,0.00418725,0.03
0.098,1.0477,0.00418824,0.03
0.099,1.05868,0.00418922,0.03
0.1,1.06967,0.0041902,0.03
0.101,1.08065,0.00419118,0.03
0.102,1.09165,0.00419216,0.03
0.103,1.10264,0.00419314,0.03
0.104,1.11364,0.00419411,0.03
0.105,1.12464,0.00419509,0.03
0.106,1.13565,0.00419606,0.03
0.107,1.14666,0.00419703,0.03
0.108,1.15767,0.004198,0.03
0.109,1.16869,0.00419897,0.03
0.11,1.17971,0.00419994,0.03
0.111,1.19074,0.0042009,0.03
0.112,1.20177,0.00420186,0.03
0.113,1.2128,0.00420283,0.03
0.114,1.22384,0.00420379,0.03
0.115,1.23488,0.00420474,0.03
0.116,1.24592,0.0042057,0.03
0.117,1.25697,0.00420665,0.03
0.118,1.26802,0.00420761,0.03
0.119,1.27908,0.00420856,0.03
0.12,1.29013,0.00420951,0.03
0.121,1.3012,0.00421045,0.03
0.122,1.31226,0.0042114,0.03
0.123,1.32333,0.00421234,0.03
0.124,1.33441,0.00421329,0.03
0.125,1.34549,0.00421423,0.03
0.126,1.35657,0.00421516,0.03
0.127,1.36765,0.0042161,0.03
0.128,1.37874,0.00421703,0.03
0.129,1.38983,0.00421797,0.03
0.13,1.40093,0.0042189,0.03
0.131,1.41203,0.00421983,0.03
0.132,1.42313,0.00422075,0.03
0.133,1.43424,0.00422168,0.03
0.134,1.44535,0.0042226,0.03
0.135,1.45647,0.00422352,0.03
0.136,1.46759,0.00422444,0.03
0.137,1.47871,0.00422535,0.03
0.138,1.48984,0.00422626,0.03
0.139,1.50097,0.00422716,0.03
0.14,1.5121,0.00422805,0.03
0.141,1.52324,0.00422892,0.03
0.142,1.53438,0.00422977,0.03
0.143,1.54552,0.00423053,0.03
0.144,1.55667,0.00423114,0.03
0.145,1.56782,0.0042315,0.03
0.146,1.57898,0.00423154,0.03
0.147,1.59013,0.00423122,0.03
0.148,1.60129,0.00423048,0.03
0.149,1.61245,0.00422929,0.03
0.15,1.62362,0.00422766,0.03
